"SampleRowID"	"StationCode"	"SampleDate"	"MethodCode"	"SampleTimeStart"	"SampleTimeEnd"	"UserName"	"SurveyNumber"	"WaterTemperature"	"Turbidity"	"Secchi"	"SecchiEstimated"	"ConductivityTop"	"ConductivityBottom"	"TowDirectionCode"	"MeterStart"	"MeterEnd"	"CableOut"	"TideCode"	"DepthBottom"	"MeterNumber"	"WeatherCode"	"Microcystis"	"WaveCode"	"DateEntered"
11399	"508"	9/13/1990 0:00:00	"MWTR"	12/30/1899 6:50:00			3	19.40		0.42	0	17375		2	501453	529540		2	40					
11400	"508"	10/4/1990 0:00:00	"MWTR"	12/30/1899 8:28:00			4	20.00		0.83	0	9920		2	999849	22807		2	37					
11401	"508"	11/8/1990 0:00:00	"MWTR"	12/30/1899 6:25:00			5	13.90		0.43	0	12077		1	190987	212103		4	60					
11402	"508"	12/5/1990 0:00:00	"MWTR"	12/30/1899 12:26:00			6	11.70		0.77	0	10661		1	375612	392490		2	55					
11403	"508"	1/7/1991 0:00:00	"MWTR"	12/30/1899 9:05:00			7	8.90		0.49	0	13857		1	540901	561648		4	55					
11404	"508"	2/4/1991 0:00:00	"MWTR"	12/30/1899 8:50:00			8	9.40		0.47	0	16108		2	433290	456276		2	45					
11405	"508"	3/5/1991 0:00:00	"MWTR"	12/30/1899 11:47:00			9	10.60		0.37	0	8802		2	369710	394353		2	35					
11406	"508"	9/12/1991 0:00:00	"MWTR"	12/30/1899 6:50:00			3	19.20		0.42	0	14540		1	381512	405685		4	50					
11407	"508"	10/10/1991 0:00:00	"MWTR"	12/30/1899 11:10:00			4	20.80		0.61	0	6791		1	679113	697793		2	45					
11408	"508"	11/5/1991 0:00:00	"MWTR"	12/30/1899 12:25:00			5	16.10		0.59	0	15048		1	540919	565080		4	40					
11409	"508"	12/3/1991 0:00:00	"MWTR"	12/30/1899 13:25:00			6	10.60		0.53	0	17380		1	65836	87327		4	50					
11410	"508"	1/7/1992 0:00:00	"MWTR"	12/30/1899 15:20:00			7	9.40		0.48	0	10656		1	84282	99515		4	45					
11411	"508"	2/4/1992 0:00:00	"MWTR"	12/30/1899 12:47:00			8	8.90		0.72	0	11848		1	933108	948391		4	30					
11412	"508"	3/11/1992 0:00:00	"MWTR"	12/30/1899 12:15:00			9	15.60		0.31	0	594		2				2	30					
11413	"508"	9/9/1992 0:00:00	"MWTR"	12/30/1899 11:10:00			3	20.60		0.58	0	10343		1	983193	8290		4	47					
11414	"508"	10/6/1992 0:00:00	"MWTR"	12/30/1899 11:30:00			4			0.59	0	13284		1	758996	782385		4	30					
11415	"508"	11/3/1992 0:00:00	"MWTR"	12/30/1899 9:30:00			5	18.30		0.59	0	12589		1	576345	602160		4	35					
11416	"508"	12/8/1992 0:00:00	"MWTR"	12/30/1899 11:30:00			6	11.70		0.71	0			1				4	30					
11417	"508"	1/7/1993 0:00:00	"MWTR"	12/30/1899 12:55:00			7	7.20		0.59	0	6126		1	698838	717920		4	50					
11418	"508"	2/4/1993 0:00:00	"MWTR"	12/30/1899 11:03:00			8	8.90		0.40	0	635		1	276078	300326		4	30					
11419	"508"	3/9/1993 0:00:00	"MWTR"	12/30/1899 10:25:00			9	13.30		0.16	0	259		2	467753	483938		2	50					
11420	"508"	4/7/1993 0:00:00	"MWTR"	12/30/1899 11:55:00			10	13.90		0.19	0	230		2				2	44					
11421	"508"	5/6/1993 0:00:00	"MWTR"	12/30/1899 12:28:00			11	17.80		0.31	0	227		1	969082	994030		4	47					
11422	"508"	8/11/1993 0:00:00	"MWTR"	12/30/1899 9:05:00			2	20.60		0.39	0	686		1	508446	537190		4	58					
11423	"508"	9/8/1993 0:00:00	"MWTR"	12/30/1899 11:15:00			3	21.40		0.59	0	5522		2	243730	265457		2	35					
11424	"508"	10/5/1993 0:00:00	"MWTR"	12/30/1899 11:45:00			4	18.30		0.66	0	7834		2	186438	210732		2	40					
11425	"508"	11/9/1993 0:00:00	"MWTR"	12/30/1899 13:31:00			5	16.40		0.96	0	13288		2	527374	549841		2	50					
11426	"508"	12/7/1993 0:00:00	"MWTR"	12/30/1899 11:16:00			6	10.60		0.66	0	12445		1	958010	976225		4	50					
11427	"508"	1/11/1994 0:00:00	"MWTR"	12/30/1899 13:16:00			7	8.30		0.55	0	8154		2	251172	277175		4	60					
11428	"508"	2/10/1994 0:00:00	"MWTR"	12/30/1899 12:02:00			8	10.00		0.49	0	8668		1	389386	411613		4	50					
11429	"508"	3/7/1994 0:00:00	"MWTR"	12/30/1899 13:14:00			9	13.30		0.47	0	2598		2	773081	790728		4	40					
11430	"508"	4/4/1994 0:00:00	"MWTR"	12/30/1899 13:47:00			10	16.10		0.61	0	4106		2	729399	752173		2	50					
11431	"508"	8/1/1994 0:00:00	"MWTR"	12/30/1899 13:00:00			2	20.60		0.54	0	11154		1	512677	527402		4	35					
11432	"508"	9/7/1994 0:00:00	"MWTR"	12/30/1899 10:26:00			3	20.00		0.68	0	10114		2	851864	872462		2	40					
11433	"508"	10/5/1994 0:00:00	"MWTR"	12/30/1899 11:35:00			4	18.90			0	8425		2	496739	516729		4	20					
11434	"508"	11/8/1994 0:00:00	"MWTR"	12/30/1899 12:13:00			5	11.70		0.80	0	10925		2	407830	428427		2	50					
11435	"508"	12/6/1994 0:00:00	"MWTR"	12/30/1899 11:33:00			6	10.60		0.58	0	8340		2	655739	673025		2	38					
11436	"508"	1/5/1995 0:00:00	"MWTR"	12/30/1899 7:42:00			7	8.60		0.38	0	13174		1	202326	215701		4	50					
11437	"508"	2/7/1995 0:00:00	"MWTR"	12/30/1899 11:09:00			8	11.60		0.21	0	1220		2	112083	131600		2	30					
11438	"508"	3/6/1995 0:00:00	"MWTR"	12/30/1899 14:10:00			9	12.40		0.40	0	1497		2	396634	413551		2	40					
11439	"508"	4/3/1995 0:00:00	"MWTR"	12/30/1899 13:33:00			10	14.00		0.28	0	1352		2	898033	910054		2	36					
11440	"508"	9/11/1995 0:00:00	"MWTR"	12/30/1899 7:26:00			3	19.50		0.20	0	15940	25070	2	712398	731946		2	30					
11441	"508"	10/13/1995 0:00:00	"MWTR"	12/30/1899 11:14:00			4	18.00		0.42	0	530	572	2	827436	844443		2	35					
11442	"508"	11/9/1995 0:00:00	"MWTR"	12/30/1899 12:22:00			5	16.00		0.41	0	4282	5660	1	899336	918448		4	40					
11443	"508"	12/6/1995 0:00:00	"MWTR"	12/30/1899 14:07:00			6	14.80		0.58	0	8610	11420	1	237840	251935		4	35					
11444	"508"	1/3/1996 0:00:00	"MWTR"	12/30/1899 12:22:00		"Admin"	7			0.27	0			1				4	50					
11445	"508"	2/6/1996 0:00:00	"MWTR"	12/30/1899 12:26:00			8	11.40		0.47	0	176		2	486722	506212		2	60					
11446	"508"	3/6/1996 0:00:00	"MWTR"	12/30/1899 11:18:00			9	10.90		0.54	0	174		1	656079	673129		2	40					
11447	"508"	8/6/1996 0:00:00	"MWTR"	12/30/1899 12:19:00			2	21.50		0.33	0	4890	6010	2	595959	613035		2	30					
11448	"508"	9/5/1996 0:00:00	"MWTR"	12/30/1899 11:48:00			3	20.20		0.36	0	2655	2935	1	40550	55704		4	30					
11449	"508"	10/8/1996 0:00:00	"MWTR"	12/30/1899 13:27:00			4	20.80		0.42	0	8880	12240	1	918414	937059		4	40					
11450	"508"	11/6/1996 0:00:00	"MWTR"	12/30/1899 13:24:00			5	14.80		0.50	0	8810	11510	1	186552	199532		4	40					
11451	"508"	12/12/1996 0:00:00	"MWTR"	12/30/1899 9:59:00			6	12.10		0.34	0	299	314	2				2	20					
11452	"508"	2/5/1997 0:00:00	"MWTR"	12/30/1899 11:35:00			8	11.40			0	107		1	971004	985934		4	50					
11453	"508"	3/4/1997 0:00:00	"MWTR"	12/30/1899 12:10:00			9	11.80		0.41	0	129		2	642768	662925		2	50					
11454	"508"	8/7/1997 0:00:00	"MWTR"	12/30/1899 11:56:00	12/30/1899 12:09:00		2	22.70		0.28	0	2476	8486	2	787034	805392	200	2	40	12981				
11455	"508"	9/4/1997 0:00:00	"MWTR"	12/30/1899 10:58:00	12/30/1899 11:09:00		3	21.70		0.66	0	1200	1600	2	400173	419295	200	2	45	14979				
11456	"508"	10/7/1997 0:00:00	"MWTR"	12/30/1899 11:05:00	12/30/1899 11:14:00		4	19.00		0.73	0	6600	7700	2	249538	268464	200	2	50	14979				
11457	"508"	11/4/1997 0:00:00	"MWTR"	12/30/1899 14:00:00	12/30/1899 14:10:00		5	17.90		0.91	0	10900	17070	1	648740	667908	200	4	40	14979				
11458	"508"	12/2/1997 0:00:00	"MWTR"	12/30/1899 12:21:00	12/30/1899 12:31:00		6	12.70		0.62	0	5140	7340	2	764833	781868	200	2	45	12204				
11459	"508"	1/5/1998 0:00:00	"MWTR"	12/30/1899 14:26:00	12/30/1899 14:36:00		7	8.50		0.39	0	3831	4136	1	461345	479371	200	2	50	12982				
11460	"508"	3/3/1998 0:00:00	"MWTR"	12/30/1899 12:52:00	12/30/1899 13:02:00		9	12.10		0.14	0	136		2	23530	40766	200	2	39	12982				
11461	"508"	9/15/1998 0:00:00	"MWTR"	12/30/1899 14:04:00			3	22.10		0.29	0	724	672	1	850959	866338	200	4	40	14979				
11462	"508"	10/14/1998 0:00:00	"MWTR"	12/30/1899 14:25:00	12/30/1899 14:36:00		4	18.00		0.37	0	1404	4596	1	508172	529003	200	4	45	12423				
11463	"508"	11/3/1998 0:00:00	"MWTR"	12/30/1899 11:46:00	12/30/1899 11:56:00		5	15.70		0.32	0	3606	4869	1	722660	742931	200	4	55	12423				
11464	"508"	12/15/1998 0:00:00	"MWTR"	12/30/1899 8:45:00	12/30/1899 8:55:00		6	9.20		0.61	0	194	822	2	447148	471374	200	4	50	12423				
11465	"508"	2/10/1999 0:00:00	"MWTR"	12/30/1899 11:23:00	12/30/1899 11:33:00		8	9.10		0.49	0	180	181	2	900058	910513	200	2	45	12423				
11466	"508"	3/9/1999 0:00:00	"MWTR"	12/30/1899 13:05:00	12/30/1899 13:15:00		9	10.40		0.46	0	101	101	2	46902	64963	200	2	50	12423				
11467	"508"	9/8/1999 0:00:00	"MWTR"	12/30/1899 13:13:00	12/30/1899 13:23:00		3	20.50		0.44	0	8130	10000	1	665996	674617	200	4	45	14978				
11468	"508"	10/5/1999 0:00:00	"MWTR"	12/30/1899 12:43:00	12/30/1899 12:52:00		4	19.30		0.29	0	10520	11160	1	578405	593164	200	4	50	14978				
11469	"508"	11/2/1999 0:00:00	"MWTR"	12/30/1899 11:38:00	12/30/1899 11:46:00		5	17.60		0.59	0	11170	13320	1	597543	615817	175	4	35	14978				
11470	"508"	11/30/1999 0:00:00	"MWTR"	12/30/1899 11:50:00	12/30/1899 11:58:00		6	13.50		0.53	0	9080	12820	2	807962	825405	200	2	50	14978				
11471	"508"	1/11/2000 0:00:00	"MWTR"	12/30/1899 9:21:00	12/30/1899 9:29:00		7	10.00		0.49	0	8730	10120	1	699897	718848	200	4	40	14978				
11472	"508"	2/7/2000 0:00:00	"MWTR"	12/30/1899 13:30:00	12/30/1899 13:39:00		8	11.20		0.49	0	241	242	1	462282	482960	200	4	45	14978				
11473	"508"	3/6/2000 0:00:00	"MWTR"	12/30/1899 13:08:00	12/30/1899 13:16:00		9	11.70		0.41	0	165	158	1	60221	78657	200	4	55	14978				
11474	"508"	9/12/2000 0:00:00	"MWTR"	12/30/1899 12:34:00	12/30/1899 12:43:00		3	21.90		0.66	0	3532		1	644492	663106	200	4	40	13327				
11475	"508"	10/3/2000 0:00:00	"MWTR"	12/30/1899 11:56:00	12/30/1899 12:07:00		4	20.10		0.46	0	10060	12110	1	187286	207102	200	2	45	13327				
11476	"508"	11/7/2000 0:00:00	"MWTR"	12/30/1899 12:00:00	12/30/1899 12:08:00		5	14.70		0.39	0	12400	13630	1	345330	363111	200	4	35	13327				
11477	"508"	12/6/2000 0:00:00	"MWTR"	12/30/1899 12:46:00	12/30/1899 12:56:00		6	10.50		0.48	0	11870	13240	1	491544	504294	200	2	40	13327				
11478	"508"	1/8/2001 0:00:00	"MWTR"	12/30/1899 8:57:00	12/30/1899 9:06:00		7	9.70		0.68	0	8840	11410	2	795121	811707	200	4	32	13327				
11479	"508"	2/5/2001 0:00:00	"MWTR"	12/30/1899 12:36:00	12/30/1899 12:46:00		8	11.10		0.31	0	7750	13530	1	10610	28662	200	4	50	13327				
11480	"508"	3/6/2001 0:00:00	"MWTR"	12/30/1899 13:19:00	12/30/1899 13:28:00		9	12.00		0.31	0	4120	6100	1	458956	473134	200	4	50	13291				
11481	"508"	9/6/2001 0:00:00	"MWTR"	12/30/1899 12:10:00	12/30/1899 12:20:00		3	21.20		0.39	0	8920	10320	2	145000	158583	200	2	40	13327				
11482	"508"	10/2/2001 0:00:00	"MWTR"	12/30/1899 12:26:00	12/30/1899 12:35:00		4	19.80		0.51	0	9750	10770	1	549470	563575	200	4	36	13327				
11483	"508"	11/6/2001 0:00:00	"MWTR"	12/30/1899 12:17:00	12/30/1899 12:27:00		5	16.50		0.59	0	15590	16960	2	796483	815449	200	2	54	13327				
11484	"508"	12/5/2001 0:00:00	"MWTR"	12/30/1899 14:48:00	12/30/1899 14:58:00		6	11.30		0.40	0	3004	3437	2	980736	1538	200	4	59	13291				
11485	"508"	9/11/2002 0:00:00	"MWTR"	12/30/1899 13:59:00	12/30/1899 14:09:00	"djones"	3	21.20		0.35	0	7520	9330	1	895451	909563	200	4	47	13227				
11486	"508"	10/9/2002 0:00:00	"MWTR"	12/30/1899 12:31:00	12/30/1899 12:41:00	"Admin"	4	19.40		0.72	0	10500	12160	2	570082	585650	200	2	50	13227				
11487	"508"	11/5/2002 0:00:00	"MWTR"	12/30/1899 11:46:00	12/30/1899 11:56:00	"djones"	5	15.60		0.62	0	11390	14170	1	595260	607435	200	4	40	13291				
11488	"508"	12/3/2002 0:00:00	"MWTR"	12/30/1899 13:04:00	12/30/1899 13:14:00	"djones"	6	13.10		0.40	0	17330	19800	1	768727	783857	200	4	39	13291				
11489	"508"	9/10/2003 0:00:00	"MWTR"	12/30/1899 14:16:00	12/30/1899 14:26:00	"djones"	3	20.70		0.36	0	5460	5870	1	359696	370050	200	4	50	13291				
11490	"508"	10/7/2003 0:00:00	"MWTR"	12/30/1899 12:23:00	12/30/1899 12:33:00	"djones"	4	19.00		0.44	0	11560		1	323200	342724	200	4	50	13291				
11491	"508"	11/4/2003 0:00:00	"MWTR"	12/30/1899 12:07:00	12/30/1899 12:16:00	"djones"	5	15.90		0.48	0	12940	15120	1	472586	489586	200	4	55	13227				
11492	"508"	12/2/2003 0:00:00	"MWTR"	12/30/1899 12:37:00	12/30/1899 12:47:00	"Admin"	6	12.10		0.60	0	16000	18350	2	742184	764384	200	2	40	13227				
11493	"508"	9/16/2004 0:00:00	"MWTR"	12/30/1899 13:38:00	12/30/1899 13:48:00	"djones"	3	22.50		0.48	0	6630	8150	1	808992	824283	200	4	37	20366				
11494	"508"	10/5/2004 0:00:00	"MWTR"	12/30/1899 14:09:00	12/30/1899 14:19:00	"djones"	4	18.40		0.69	0	11620	13150	2	848051	865824	200	2	48	20366				
11495	"508"	11/3/2004 0:00:00	"MWTR"	12/30/1899 12:41:00	12/30/1899 12:52:00	"djones"	5	15.20		0.50	0	10980	13960	3	41363	55995	200	1	43	20366				
11496	"508"	12/9/2004 0:00:00	"MWTR"	12/30/1899 12:13:00	12/30/1899 12:24:00	"djones"	6	11.40		0.60	0	15000	18110	1	464402	479641	200	4	45	20366				
11497	"508"	9/8/2005 0:00:00	"MWTR"	12/30/1899 9:09:00	12/30/1899 9:20:00	"Admin"	3	19.50		0.60	0	7949		2	99885	117872	200	2	38	20366				
11498	"508"	10/6/2005 0:00:00	"MWTR"	12/30/1899 9:32:00	12/30/1899 9:43:00	"Admin"	4	18.20		0.58	0	5483		2	851715	871244	200	2	40	20366				
11499	"508"	11/2/2005 0:00:00	"MWTR"	12/30/1899 11:19:00	12/30/1899 11:29:00	"Admin"	5	16.40		0.75	0	10506	12333	1	833335	849376	200	4	38	20366				
11500	"508"	12/7/2005 0:00:00	"MWTR"	12/30/1899 12:05:00	12/30/1899 12:15:00	"Admin"	6	10.90		0.65	0	6022		2	102849	120311	200	2	39	20366				
11501	"508"	9/11/2006 0:00:00	"MWTR"	12/30/1899 12:47:00	12/30/1899 12:58:00	"Admin"	3	19.90		0.45	0	2320	2950	1	661726	674669	200	4	41					
11502	"508"	10/13/2006 0:00:00	"MWTR"	12/30/1899 8:17:00	12/30/1899 8:28:00	"Admin"	4	17.20		0.58	0	6413	7989	1	13761	30583	200	4	50					
11503	"508"	11/14/2006 0:00:00	"MWTR"	12/30/1899 9:28:00	12/30/1899 9:38:00	"Admin"	5	14.70		0.72	0	9304	13620	2	653676	665241	200	4	57	21039				
11504	"508"	12/6/2006 0:00:00	"MWTR"	12/30/1899 12:59:00	12/30/1899 13:09:00	"Admin"	6	11.10		0.92	0	11144	17135	2	530424	544887	200	4	50	21039				
11505	"508"	9/12/2007 0:00:00	"MWTR"	12/30/1899 8:05:00	12/30/1899 8:17:00	"Admin"	3	20.20		0.45	0	9355	12252	2	756066	773453	200	2	40	14958	1	1	3	
11506	"508"	10/9/2007 0:00:00	"MWTR"	12/30/1899 9:53:00	12/30/1899 10:05:00	"Admin"	4	17.00		0.56	0	7890	8420	2	357152	375306	175	2	35	14958	1	1	3	
11507	"508"	11/9/2007 0:00:00	"MWTR"	12/30/1899 8:33:00	12/30/1899 8:45:00	"Admin"	5	15.20		0.50	0	10040	14360	2	566656	583645	200	2	40	14958	1	1	1	
11508	"508"	12/11/2007 0:00:00	"MWTR"	12/30/1899 11:37:00	12/30/1899 11:50:00	"Admin"	6	10.40		0.39	0	10820	12330	1	149421	175240	200	3	39	22083	1	1		
11509	"508"	9/11/2008 0:00:00	"MWTR"	12/30/1899 9:54:00	12/30/1899 10:06:00	"Admin"	3	20.70		0.66	0	9070	10690	2	281667	302977	200	2	39	22863	1	1	3	
11510	"508"	10/10/2008 0:00:00	"MWTR"	12/30/1899 13:28:00	12/30/1899 13:40:00	"Admin"	4	18.10		0.58	0	14390	15710	1	825328	845074	200	4	41	22833	1	1	3	
11511	"508"	11/10/2008 0:00:00	"MWTR"	12/30/1899 10:13:00	12/30/1899 10:25:00	"Admin"	5	15.00		0.52	0	12670	13770	1	169043	175345	200	4	42	22878	3	1	2	
11512	"508"	12/9/2008 0:00:00	"MWTR"	12/30/1899 13:07:00	12/30/1899 13:18:00	"Admin"	6	11.40		0.59	0	18230	22130	1	42112	57771	200	2	36	22878	2	1	1	
11513	"508"	9/15/2009 0:00:00	"MWTR"	12/30/1899 10:43:00	12/30/1899 10:55:00	"Admin"	3	20.60	11.30	1.01	0	6940	8030	1	857783	877401	200	4	53	23326	1	1	3	
11514	"508"	10/15/2009 0:00:00	"MWTR"	12/30/1899 8:06:00	12/30/1899 8:18:00	"Admin"	4	16.60	16.50	0.50	0	6670	8340	2	60380	81845	200	2	37	23326	3	2	1	
11515	"508"	11/9/2009 0:00:00	"MWTR"	12/30/1899 10:55:00	12/30/1899 11:06:00	"Admin"	5	15.60	17.80	0.63	0	12360	15070	1	175265	192129	200	2	37	23326	2	1	1	
11516	"508"	12/9/2009 0:00:00	"MWTR"	12/30/1899 9:00:00	12/30/1899 9:11:00	"Admin"	6	9.20	26.80	0.46	0	13570	15250	2	274746	289899	200	4	41	23326	1	1	2	
11517	"508"	9/15/2010 0:00:00	"MWTR"	12/30/1899 12:33:00	12/30/1899 12:45:00	"Admin"	3	19.30	10.40	0.82	0	9370	11410	1	365681	389222	200	4	40	23312	1	1	3	
11518	"508"	10/7/2010 0:00:00	"MWTR"	12/30/1899 13:22:00	12/30/1899 13:33:00	"Admin"	4	19.60	13.40	0.53	0	7710	9530	1	766217	782501	200	4	44	23312	1	1	1	
11519	"508"	11/4/2010 0:00:00	"MWTR"	12/30/1899 12:31:00	12/30/1899 12:43:00	"Admin"	5	17.50	10.50	0.88	0	9180	11140	2	915790	934199	200	4	45	23312	2	1	1	
11520	"508"	12/7/2010 0:00:00	"MWTR"	12/30/1899 10:34:00	12/30/1899 10:45:00	"Admin"	6	10.80	10.70	0.67	0	4063	6650	2	930671	947742	200	2	39	23864	1	1	1	
11521	"509"	9/16/1967 0:00:00	"MWTR"	12/30/1899 0:00:00			3	21.20		0.22	0	635												
11522	"509"	10/20/1967 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.80		0.24	0	550												
11523	"509"	11/16/1967 0:00:00	"MWTR"	12/30/1899 0:00:00			5	16.60		0.26	0	1930												
11524	"509"	12/17/1967 0:00:00	"MWTR"	12/30/1899 0:00:00			6	6.10		0.32	0	1920												
11525	"509"	1/17/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			7	7.60		0.50	0	640												
11526	"509"	2/16/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			8	10.60		0.22	0	270												
11527	"509"	3/15/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			9	12.60		0.32	0	210												
11528	"509"	8/16/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.90		0.27	0	10074												
11529	"509"	9/14/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.20		0.22	0	6600												
11530	"509"	10/11/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.10		0.31	0	7860												
11531	"509"	11/8/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			5	16.30		0.39	0	5070												
11532	"509"	12/8/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			6	10.80		0.32	0	2700												
11533	"509"	1/7/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			7	7.00		0.26	0	310												
11534	"509"	2/4/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			8	7.30		0.18	0	160												
11535	"509"	3/18/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			9	9.30		0.17	0	230												
11536	"509"	8/18/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	21.70		0.20	0	2000												
11537	"509"	9/15/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.60		0.30	0	350												
11538	"509"	10/21/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			4	16.10	22.00	0.47	1	790												
11539	"509"	12/17/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.10	18.00	0.56	1	690												
11540	"509"	8/22/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			2	18.70	43.00	0.26	1	5380												
11541	"509"	9/19/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.20	42.00	0.27	1	1020												
11542	"509"	10/18/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			4	15.80	36.00	0.31	1	1550												
11543	"509"	11/14/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.20	17.00	0.59	1	697												
11544	"509"	12/14/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			6	9.60	55.00	0.21	0	150												
11545	"509"	1/16/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			7	7.60	25.00	0.40	0	211												
11546	"509"	2/13/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.40	29.00	0.30	0	196												
11547	"509"	3/10/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.00	21.00	0.30	0	276												
11548	"509"	9/15/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			3	22.70		0.40	0	237												
11549	"509"	10/13/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.20	42.00	0.34	0	341												
11550	"509"	11/9/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			5	12.30	38.00	0.27	0	2214												
11551	"509"	12/7/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			6	10.00	35.00	0.28	0	847												
11552	"509"	1/6/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			7	6.10		0.39	0	205												
11553	"509"	2/1/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			8	7.10		0.29	0	228												
11554	"509"	3/7/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			9	13.90		0.46	0	232												
11555	"509"	8/15/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.90		0.28	0	6985												
11556	"509"	9/19/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.30		0.35	0	657												
11557	"509"	10/17/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.90		0.33	0	1382												
11558	"509"	11/14/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			5	13.10		0.40	0	3278												
11559	"509"	12/12/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			6	6.30		0.48	0	448												
11560	"509"	1/15/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			7	8.10		0.28	0	216												
11561	"509"	3/9/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.80		0.23	0	210												
11562	"509"	9/18/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.40		0.22	0	2484												
11563	"509"	10/16/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			4	19.70		0.34	0	2385												
11564	"509"	11/14/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			5	13.70		0.42	0	249												
11565	"509"	12/13/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			6	9.30		0.34	0	176												
11566	"509"	1/17/1974 0:00:00	"MWTR"	12/30/1899 0:00:00			7	8.70		0.43	0	178												
11567	"509"	9/18/1975 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.20		0.32	0	315												
11568	"509"	10/16/1975 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.20		0.41	0	190												
11569	"509"	12/16/1975 0:00:00	"MWTR"	12/30/1899 11:05:00		"Admin"	6	9.00		0.46	0	462												
11570	"509"	10/13/1976 0:00:00	"MWTR"	12/30/1899 0:00:00			4	19.90		0.70	0	9116												
11571	"509"	11/23/1976 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.50		0.60	0	7480												
11572	"509"	1/13/1977 0:00:00	"MWTR"	12/30/1899 0:00:00			7	8.60		0.51	0	8249												
11573	"509"	9/19/1977 0:00:00	"MWTR"	12/30/1899 10:05:00		"Admin"	3	19.00		0.52	0	19114												
11574	"509"	10/18/1977 0:00:00	"MWTR"	12/30/1899 9:55:00		"Admin"	4	18.30		0.57	0	19130												
11575	"509"	11/14/1977 0:00:00	"MWTR"	12/30/1899 10:15:00		"Admin"	5	15.00		0.60	0	14178												
11576	"509"	12/11/1977 0:00:00	"MWTR"	12/30/1899 0:00:00			6	13.00		0.70	0	12660												
11577	"509"	1/17/1978 0:00:00	"MWTR"	12/30/1899 7:50:00		"Admin"	7	11.00		0.11	0	406												
11578	"509"	3/14/1978 0:00:00	"MWTR"	12/30/1899 10:15:00		"Admin"	9	12.00		0.10	0	192												
11579	"509"	9/18/1978 0:00:00	"MWTR"	12/30/1899 10:25:00			3	20.40		0.17	0	1435							35					
11580	"509"	10/16/1978 0:00:00	"MWTR"	12/30/1899 10:10:00			4	20.00		0.20	0	1108							30					
11581	"509"	11/20/1978 0:00:00	"MWTR"	12/30/1899 9:50:00			5	12.00		0.25	0	6740							35					
11582	"509"	12/15/1978 0:00:00	"MWTR"	12/30/1899 10:15:00			6	8.90		0.25	0	2052							30					
11583	"509"	11/12/1980 0:00:00	"MWTR"	12/30/1899 10:05:00			5	16.10		0.41	0	3278							35					
11584	"509"	10/16/1981 0:00:00	"MWTR"	12/30/1899 7:25:00			4	16.40		0.42	0	11107							30					
11585	"509"	11/13/1981 0:00:00	"MWTR"	12/30/1899 7:55:00			5	16.20		0.44	0	9607							30					
11586	"509"	12/11/1981 0:00:00	"MWTR"	12/30/1899 9:50:00			6	10.30		0.31	0	198							35					
11587	"509"	9/17/1982 0:00:00	"MWTR"	12/30/1899 10:35:00			3	18.90		0.38	0	201							25					
